,gene_product,start,strand,cog,gene_name,operon,stop,regulator
LAC_H_00012,LAC_H_00012,0,,No COG category,LAC_H_00012,,,
LAC_H_00018,LAC_H_00018,0,,No COG category,LAC_H_00018,,,
LAC_H_00201,LAC_H_00201,0,,No COG category,LAC_H_00201,,,
LAC_H_00210,LAC_H_00210,0,,No COG category,LAC_H_00210,,,
LAC_H_00215,LAC_H_00215,0,,No COG category,LAC_H_00215,,,
LAC_H_00216,LAC_H_00216,0,,No COG category,LAC_H_00216,,,
LAC_H_00237,LAC_H_00237,0,,No COG category,LAC_H_00237,,,
LAC_H_00238,LAC_H_00238,0,,No COG category,LAC_H_00238,,,
LAC_H_00303,LAC_H_00303,0,,No COG category,LAC_H_00303,,,
LAC_H_00304,LAC_H_00304,0,,No COG category,LAC_H_00304,,,
LAC_H_00448,LAC_H_00448,0,,No COG category,LAC_H_00448,,,
LAC_H_00507,LAC_H_00507,0,,No COG category,LAC_H_00507,,,
LAC_H_00563,LAC_H_00563,0,,No COG category,LAC_H_00563,,,
LAC_H_00606,LAC_H_00606,0,,No COG category,LAC_H_00606,,,
LAC_H_00645,LAC_H_00645,0,,No COG category,LAC_H_00645,,,
LAC_H_01013,LAC_H_01013,0,,No COG category,LAC_H_01013,,,
LAC_H_01308,LAC_H_01308,0,,No COG category,LAC_H_01308,,,
LAC_H_01365,LAC_H_01365,0,,No COG category,LAC_H_01365,,,
LAC_H_01559,LAC_H_01559,0,,No COG category,LAC_H_01559,,,
LAC_H_01570,LAC_H_01570,0,,No COG category,LAC_H_01570,,,
LAC_H_01575,LAC_H_01575,0,,No COG category,LAC_H_01575,,,
LAC_H_01687,LAC_H_01687,0,,No COG category,LAC_H_01687,,,
LAC_H_01688,LAC_H_01688,0,,No COG category,LAC_H_01688,,,
LAC_H_01807,LAC_H_01807,0,,No COG category,LAC_H_01807,,,
LAC_H_01829,LAC_H_01829,0,,No COG category,LAC_H_01829,,,
LAC_H_01830,LAC_H_01830,0,,No COG category,LAC_H_01830,,,
LAC_H_01836,LAC_H_01836,0,,No COG category,LAC_H_01836,,,
LAC_H_01887,LAC_H_01887,0,,No COG category,LAC_H_01887,,,
LAC_H_01907,LAC_H_01907,0,,No COG category,LAC_H_01907,,,
LAC_H_01918,LAC_H_01918,0,,No COG category,LAC_H_01918,,,
LAC_H_01926,LAC_H_01926,0,,No COG category,LAC_H_01926,,,
LAC_H_01941,LAC_H_01941,0,,No COG category,LAC_H_01941,,,
LAC_H_01958,LAC_H_01958,0,,No COG category,LAC_H_01958,,,
LAC_H_02127,LAC_H_02127,0,,No COG category,LAC_H_02127,,,
LAC_H_02204,LAC_H_02204,0,,No COG category,LAC_H_02204,,,
LAC_H_02205,LAC_H_02205,0,,No COG category,LAC_H_02205,,,
LAC_H_02206,LAC_H_02206,0,,No COG category,LAC_H_02206,,,
LAC_H_02207,LAC_H_02207,0,,No COG category,LAC_H_02207,,,
LAC_H_02216,LAC_H_02216,0,,No COG category,LAC_H_02216,,,
LAC_H_02217,LAC_H_02217,0,,No COG category,LAC_H_02217,,,
LAC_H_02499,LAC_H_02499,0,,No COG category,LAC_H_02499,,,
LAC_H_02500,LAC_H_02500,0,,No COG category,LAC_H_02500,,,
LAC_H_02514,LAC_H_02514,0,,No COG category,LAC_H_02514,,,
LAC_H_02515,LAC_H_02515,0,,No COG category,LAC_H_02515,,,
LAC_H_02543,LAC_H_02543,0,,No COG category,LAC_H_02543,,,
