locus,gene_weight,gene_name,gene_product,COG,operon,regulator,RpoS,link
b0897,0.199549363,ycaC,putative hydrolase,"Secondary metabolites biosynthesis, transport, and catabolism",ycaC,"YcjW,Fnr,Nac,BaeR",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG11241
b3555,0.1883993656,yiaG,putative DNA-binding transcriptional regulator YiaG,Transcription,yiaG,"YehT,YidL,YhjC,RpoS,Lrp,ppGpp",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG12624
b2672,0.1810934988,ygaM,DUF883 domain-containing protein YgaM,Function unknown,ygaM,"ppGpp,Nac",False,https://ecocyc.org/gene?orgid=ECOLI&id=G7400
b0329,0.1759646977,yahO,DUF1471 domain-containing protein YahO,Function unknown,yahO,"omrA,omrB,ppGpp",False,https://ecocyc.org/gene?orgid=ECOLI&id=G6194
b1897,0.1490717903,otsB,trehalose-6-phosphate phosphatase,Carbohydrate transport and metabolism,otsBA,"RpoS,ppGpp",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11752
b2266,0.1433333721,elaB,tail anchored inner membrane protein,Function unknown,elaB,"RpoS,ppGpp,OxyR",True,https://ecocyc.org/gene?orgid=ECOLI&id=G7173
b0871,0.1398306518,poxB,pyruvate oxidase,Energy production and conversion,hcp-hcr-poxB-ltaE-ybjT,"RpoD,SoxS,RpoS,MarA,Cra,NarP,ppGpp,NsrR,OxyR,NarL,Fnr",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10754
b1732,0.1365256728,katE,catalase II,Inorganic ion transport and metabolism,katE,"RpoS,Fis,Fur,Lrp,ppGpp",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10509
b2464,0.1360716975,talA,transaldolase A,Nucleotide transport and metabolism,talA-tktB,"RpoS,CreB,ppGpp,DksA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11797
b4376,0.1357966867,osmY,periplasmic chaperone OsmY,Function unknown,osmY,"RpoD,RpoS,Fis,Crp,Lrp,IHF,FliZ,Nac,ArcA,ppGpp",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11391
b1188,0.1344517499,ycgB,PF04293 family protein YcgB,Function unknown,ycgB,"ppGpp,Lrp,Nac",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG11516
b2465,0.12958320210000002,tktB,transketolase 2,Carbohydrate transport and metabolism,talA-tktB,"PhoB,YidZ,RpoS,ppGpp,DksA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG12100
b1953,0.12917084510000001,yodD,stress-induced protein,Function unknown,yodD,,False,https://ecocyc.org/gene?orgid=ECOLI&id=G7046
b0790,0.12504849140000002,ybhP,endonuclease/exonuclease/phosphatase domain-containing protein YbhP,"Replication, recombination and repair",ybhP-clsB-ybhN,ppGpp,False,https://ecocyc.org/gene?orgid=ECOLI&id=G6407
b4149,0.1234793903,blc,outer membrane lipoprotein Blc,Cell wall/membrane/envelope biogenesis,blc,"RpoS,Nac,ppGpp",True,https://ecocyc.org/gene?orgid=ECOLI&id=G7837
b1783,0.12267368070000001,yeaG,protein kinase YeaG,Signal transduction mechanisms,yeaGH,"NtrC,RpoN,Lrp,ppGpp",False,https://ecocyc.org/gene?orgid=ECOLI&id=G6969
b1004,0.12120528870000001,wrbA,NAD(P)H:quinone oxidoreductase,Function unknown,wrbA-yccJ,"oxyS,YdcI,RpoS,ppGpp,CsgD,Nac",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11540
b4568,0.11989502610000001,ytjA,DUF1328 domain-containing protein YtjA,Function unknown,ytjA,,False,https://ecocyc.org/gene?orgid=ECOLI&id=G0-10475
b1003,0.1181425791,yccJ,PF13993 family protein YccJ,Function unknown,wrbA-yccJ,"RpoS,ppGpp,CsgD",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG12703
b2080,0.11697082760000001,yegP,DUF1508 domain-containing protein YegP,Function unknown,yegP,ppGpp,False,https://ecocyc.org/gene?orgid=ECOLI&id=G7117
b2131,0.10884114090000001,osmF,glycine betaine ABC transporter periplasmic binding protein OsmF,Cell wall/membrane/envelope biogenesis,osmF-yehYXW,"RpoH,RpoS,ppGpp",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG12012
b3239,0.10763520280000001,yhcO,putative barnase inhibitor,Transcription,yhcO,ppGpp,False,https://ecocyc.org/gene?orgid=ECOLI&id=G7684
b1896,0.1070462539,otsA,trehalose-6-phosphate synthase,Carbohydrate transport and metabolism,otsBA,"YidZ,YbaQ,RpoS,ppGpp",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11751
b4269,0.1062537686,ahr,aldehyde reductase%2C NADPH-dependent,Energy production and conversion,ahr,,False,https://ecocyc.org/gene?orgid=ECOLI&id=EG11436
b3336,0.1043733762,bfr,bacterioferritin,Inorganic ion transport and metabolism,bfd-bfr,"ryhB,Nac",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG10113
b1836,0.10288202140000001,yebV,protein YebV,Function unknown,yebV,ppGpp,False,https://ecocyc.org/gene?orgid=ECOLI&id=G7009
b1051,0.1022175498,msyB,acidic protein that suppresses heat sensitivity of a secY mutant,Function unknown,msyB,"RpoS,ppGpp",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11338
b3447,0.09841859230000001,ggt,glutathione hydrolase proenzyme,Cell wall/membrane/envelope biogenesis,ggt,"YdcN,ppGpp",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG10374
b4411,0.0977550266,ecnB,bacteriolytic entericidin B lipoprotein,Function unknown,ecnAB,"OmpR,YbaQ,RpoS,Nac,ppGpp,micA",True,https://ecocyc.org/gene?orgid=ECOLI&id=G0-9562
